,reviews,purchased
218,Great deal : What a delightful surprise. Excellent taste and aroma. Nice after finish.,False
219,Worse wine I've ever had : I love Cabernet and Merlot wines. I couldn't even finish a glass of this stuff...and that's saying a lot.,False
220,Great every day wine : We have been drinking this wine for 10+ years. It's just a good every day table wine that will not break the bank.,False
221,"Love this wine for everyday table wine. : I'm a wine girl from way back. Had a lot of pricey wines, some I liked, some I poured down the drain. Same with cheaper wine.Usually I stay right in the middle to be happiest. However, a close friend recommended this one to me a couple of years ago as a nice, everyday wine, and I have to say that for those purposes, this is one of my favorites.",False
222,"Absolutely undrinkable! : It's not often that you come across a wine this bad. I've tasted cooking wines that were better. Unfortunately, my wife bought four bottles of this stuff. Tried to return it, but Sam's wouldn't accept it (not that I blame them). I'd pour it down the sink, but it might damage the pipes. Sigh...",False
223,Bottle are better : I am not happy they only carry cans. The bottles are much better bring them back please!!!!!!,True
224,Real Good Crisp Taste : Yummmmmmyyyyyyyyyyyyyyyy,
225,"Delicious Beer : This beer is delicious. But I have to tell you that it is quite sweet, so if you don't like cream soda, you won't like it. In my case, it is perfect and I absolutely love it.",
226,Fresh and cheap : It was very fresh and cheaper than anywhere in the area.,True
227,"Great beer! : I bought this, best price and great convenience to order online, pick up in store. Great job! Super easy",True
228,a crowd pleaer : Made our party special. Everyone was pleased with our choice of drinks.,True
229,"My red sauce favorite : Really enjoy, no strong tannin after taste. OK price. We pull out a bottle to have w/ pizza, red sauce dishes. Found this to be a smooth red w/ meals.",False
230,"excellent : Everyone I share this with, loves it! Great tasting and soft, with no harsh aftertaste.",False
231,Good wine without a cork screw. : I bought two bottles of Meiomi and give one to a friend. I enjoyed drinking my bottle but was wondering if it can be aged.,True
232,Try It With Ice Cold Mtn Dew : I just bought a fifth of Jim Beam Apple and mixed it with ice cold Mtn Dew. It was great especially if you add a twist of fresh lemon,
233,I Would Buy This Drink Again And Again If : We buy this bottle every week but the only thing we do not like is that every time you take the top off it leaves a black residue in the drink and a gross smell on your hand from twisting the top off ! If you guys could fix that then it would be twice more amazing,
234,Great Product : I went to my local store to purchase another apple flavored product but saw this decided to purchase Jim Beam Apple instead. I'm glad that I did. I mix my Jim Beam with cranberry juice and if I want it to be a little fizzy I'll add some Seagram's ginger ale. Love this drink and will be purchasing more soon.,
235,"Fantastic : I was hesitant to buy Jim Beam Apple, after trying other apple whiskeys, but I was not disappointed! It's so smooth, light and fruity. Very good!",
236,"Surprising And Refreshing : I mix the Jim Beam apple with a little ginger ale, it is a great summer refreshment.",
237,Red Wine : First time trying it i love it 100,False
238,"Excellent blend. : Great tasting smooth blend, awesome price too.",False
239,Very Nice : Sip then have an orange slice.,
240,Tequillas : need salt or a lime but the addition of it makes it even better...,False
241,Plata : drink,False
242,good tequila for a fair price : Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas,False
243,Would buy again : Use for shots.,False
244,Love me some Hornitos! : This is hands down my favorite tequila. Amazing taste at an amazing price. No lime salt needed.,False
245,Plata : drink,
246,Good Tequila For A Fair Price : Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas,
247,"My Favorite Wine : This is a fruity dessert wine. Since I had my first taste of a Gewurtztraminer wine I have bought wine from this grape from 12 different countries (and vineyards). This Fetzer Gewurtztraminer has the best flavor and body of all the ones I've tried. It's hard to find, but worth trying, if you've never tried a wine from this grape before.",
248,Hoppy! Best Hoppy Beer. : Best Beer on market. Mans Beer. Leaves Hoppy aftertaste. Approx. 248 Cals per 12 oz. Maintain exercise if drinking two or more per day...it will add weight.,False
249,Love This Brew! : Great refreshing taste! Not a weak beer. Safe ingredients that are non-gmo.,False
251,Crest Floss Picks : These are hard to find. Vendor shipped fast and it was exactly what I ordered and for the price I agreed to. Will buy again,
252,the best floss picks : The other ones are too tight and hard to use. These have a good shape and grip and also are a bit looser so you can get the whole tooth.,
253,"Crest Glide Floss Picks RULE : I'm not sure why I can't find these in the grocery or drug stores any more, but I can't live without them. It is the only floss that does not get caught in my fillings. So easy to use that I actually enjoy flossing now. Highly recommend this product.",
254,Try It. You'll Like It. : Best. Beer. Ever. End of Review.,
255,Awesome Taste : Great value awesome taste just can't be beat,False
256,Great price : My favorite chardonney,True
257,"""awesome"" : My momma LOVES this stuff....!! Its the taste that will rockur socks off!!",
258,"Always Have Jb Original On Hand : I have been enjoying Jim Beam Original for many years. I started mixing JB-O with Slice while wife and I watched Dallas. I have tried other whiskeys, but keep coming back to JB. Now I enjoy it mixed with Diet Pepsi (since I can no longer find Slice).",
259,Yumm : It goes great in apple cider,
260,A Drink That Stands Out; And Smooth As Well... : A true classic of spirits...,
261,"Perfect & Versatile : I love this Bourbon as it is always my first choice when its time to unwind. Whether its Neat, On Rocks, With a Coke or Ginger Ale, or my Grandpa's Whiskey Sour, nothing tops Jim Beam!!!! Nothing!!!",
262,Very Reasonally Priced : to make manhattens,
263,One Fine Bourbon : Best bourbon I have found...have toured distillery and love the brand..,
264,"Very good sweet : Very smooth sweet wine. Just wish wine companies would mark wine with dry, medium dry, sweet, extra sweet.",True
265,Decent Bitter Red Wine : I was told at a wine store that this wine is more of a mix of two different red wines. Other then the fact that it leaves a bit of red on my lips even after I've finished drinking I loved it. If you enjoy bitter red wines this is pretty good. I've tried many cheaper bitter red wines and the price point and quality of this so far has been great. I'd definitely suggest giving this a try you just might like it.,
266,Good wine... : ...At a great price,True
267,"Simply Refreshing : I been drinking Riunite for years......it's great with food, partying with friends and family, or just relaxing. I will be buying it for the Holidays to go with my Gumbo..",
268,Good Wine/ Good Price : This wine taste really good. I love the soft flavor. I will buy this again.,False
269,"The Best : This is the wine, at a wonderful club price. Why isn't the Rosa and other ones carried by Sam's",False
